# Created by create_gmm.py, IMP.isd version 2.23.0
# data_fn: cohesin5_dockerin.mrc
# ncenters: 55
# covar_type: 'full'
# apix: 1.0
# num_samples: 1000000
# num_iter: 100000
# threshold: 0.005
# force_radii: -1.0
# force_weight: -1.0
# force_weight_frac: False
# use_dirichlet: False
# multiply_by_mass: False
# chain: None
#|num|weight|mean|covariance matrix|
|0|0.023045394269613776|223.65034505527814 238.37421905759822 208.51640497930114|12.547146596651139 0.3227412729915331 1.6809608670734995 0.3227412729915331 11.071856306963468 -0.12773595899761547 1.680960867073499 -0.12773595899761514 12.848384516243133|
|1|0.021481191754032715|230.545982873562 258.9509427099726 221.9049083220792|15.07114283841034 -3.011244004936993 0.6426791029357739 -3.011244004936992 12.023440549281366 0.49575865740088076 0.6426791029357739 0.49575865740088076 13.32524461074672|
|2|0.018750230536202877|234.79779891176113 259.40812677662836 202.19080858536728|11.973467823509273 -0.8802911425953535 3.392305355631928 -0.8802911425953526 14.34661249926377 4.016332880025142 3.3923053556319283 4.016332880025142 12.5952084475243|
|3|0.02005067533497832|238.63123308714864 242.18779120250127 217.16062954924715|11.814981381433139 0.9603855003306587 1.8319664425598567 0.9603855003306587 13.988229373184387 -0.3500779345764613 1.8319664425598572 -0.3500779345764611 14.818794784803991|
|4|0.020730402266660626|231.4480434946757 235.52573961655813 214.8516215915359|16.368108462709124 -1.6719286423865216 -0.025911714639852867 -1.6719286423865216 13.366741319517807 1.4666683490314991 -0.025911714639852645 1.4666683490314996 10.861760498247623|
|5|0.01370533267883605|233.8995792100462 268.99405700056656 231.82922215472482|16.356885651804706 -3.7725845152618445 2.4303300272890844 -3.7725845152618445 10.800225135069589 -4.9776244727538845 2.4303300272890835 -4.9776244727538845 10.26618095714541|
|6|0.01712154065822794|214.6783307747213 250.03480744502167 210.7782517778134|13.558366088443565 2.6679367989387925 3.330233062154026 2.6679367989387925 10.541557305345933 -0.30675948044412493 3.3302330621540257 -0.30675948044412404 13.160167881187228|
|7|0.013176396890013172|208.3612583252796 240.95931221602243 209.18198777031498|7.1499622060196515 -0.5727576434132489 1.3791317480835326 -0.5727576434132489 9.932848054747321 -1.3964774125727524 1.3791317480835328 -1.3964774125727533 13.74668659989494|
|8|0.025045982178702703|234.29650755105425 251.12003222721367 217.90181245050746|14.020513856355391 -0.045039096251767385 0.34048195106447593 -0.045039096251767885 12.691851669169253 -2.213290557693381 0.34048195106447565 -2.2132905576933797 12.851246169287815|
|9|0.021037150681152646|230.60997810793583 246.15169183945906 210.32046695692225|10.325491510495024 0.6086142195450575 2.7660776964392713 0.6086142195450575 12.463411130635889 -1.8924691975848358 2.766077696439273 -1.8924691975848371 12.193867720057355|
|10|0.025052492488312223|229.36588910873593 256.17573598298446 209.8959663306015|13.280804175276204 -1.2714172702159616 0.9443681117276626 -1.2714172702159616 12.551225137739568 1.796206839291878 0.9443681117276626 1.7962068392918784 12.580329824807107|
|11|0.022777337753981712|221.42182804498282 229.77097023416275 211.639189042453|15.234554981488424 -0.45989967636028567 -0.5806041544155203 -0.4598996763602859 9.004598578098774 0.024500714151109604 -0.5806041544155205 0.02450071415110955 9.846223424923258|
|12|0.016946036251510463|217.72162011852635 249.968596492654 221.30013097201672|9.435783095949336 -1.8340979480810442 3.9064475240673757 -1.8340979480810442 15.302390533687905 0.07827811404056906 3.9064475240673766 0.07827811404056806 12.819320773522502|
|13|0.02669634493345389|221.4636248172371 248.01867696074254 205.89193340199182|12.226492611829215 3.445522187865885 1.7061090405308725 3.445522187865886 14.566213071255751 2.023247015110713 1.7061090405308725 2.023247015110714 13.67579321809438|
|14|0.015202042925059327|230.97779834029703 221.83900429425935 222.19548149299044|11.781082239510496 0.4413864609873075 -3.8420953272862652 0.4413864609873075 9.188540714408013 3.6298805111100925 -3.842095327286265 3.6298805111100925 10.834571071627844|
|15|0.018460918898256|244.90968249902838 249.9609773551915 225.67206964676467|8.527088603007062 -0.23076705488638405 -3.1929946475279896 -0.23076705488638405 20.645958301905534 0.743406796512007 -3.19299464752799 0.7434067965120068 13.495024230205626|
|16|0.016293427474643858|240.99664553751612 259.0343207314514 220.20223628980423|10.276671485871763 -0.12946478187053323 0.7955953026568627 -0.12946478187053367 15.734131949620915 -2.7064393176730848 0.7955953026568627 -2.706439317673085 11.86458376231582|
|17|0.01589572832476944|216.29135454741373 261.4197814669759 221.21705371376905|6.270122719415991 1.6684120901736048 0.5924718838437655 1.6684120901736048 14.34997620505709 5.202950259014531 0.5924718838437656 5.202950259014533 19.654667254400763|
|18|0.019869572446660745|212.3605723222343 232.61791255486372 216.30902026386408|11.163655211339028 -4.818591475644904 -1.020073015070299 -4.818591475644902 13.896262827655047 -0.8951799115505226 -1.0200730150702995 -0.8951799115505227 13.14199278367238|
|19|0.015664159409882507|222.57804248961142 268.3176572974477 230.1636316542767|11.998935622362733 -0.020242784711152595 5.263989518156212 -0.020242784711151707 12.97573497643526 -3.9456729638888106 5.263989518156213 -3.9456729638888115 13.66661910890028|
|20|0.013290901861860707|215.46933257170633 253.71985520482255 201.5803690127188|10.684572744046436 2.9834239043020294 1.9590126881163021 2.98342390430203 9.152784928021948 1.5674291903749942 1.9590126881163028 1.5674291903749944 14.15921809689791|
|21|0.01700774159697422|219.94769835396212 225.95527550047217 219.9766092889234|16.111602662073995 -4.555533986715593 -1.5724637238478476 -4.5555339867155915 10.850961149022375 0.4686654887406234 -1.5724637238478476 0.46866548874062386 7.576225295107046|
|22|0.01643359499152152|219.43641730778396 248.9307615930668 195.7494761835163|15.992815643776426 -0.48205438179012505 1.9276039976565233 -0.4820543817901253 11.60878328706488 0.4077940630041744 1.9276039976565233 0.4077940630041744 7.113064542799673|
|23|0.019103839365215966|226.54494085606478 249.96647570476082 226.1813027684305|11.283444125769638 2.0039007017562454 2.035085526146544 2.0039007017562454 15.251599434133418 2.6716911084815314 2.0350855261465437 2.6716911084815322 13.334737606260301|
|24|0.023122170865136685|214.08229439822844 234.62032841175707 204.82169146358547|10.69895260490788 -3.962725129100757 1.3511084705038376 -3.9627251291007566 10.315100732978433 -0.6145319014084594 1.351108470503837 -0.6145319014084591 13.008670512901933|
|25|0.017965396899383132|229.96002350108137 230.11231881463968 205.4683462151457|9.79624837952982 0.7996477436773772 1.8698797225150627 0.7996477436773777 15.187624546844972 -0.13025934749410967 1.8698797225150625 -0.13025934749410972 10.030423623283895|
|26|0.017263394530960027|237.28871942832234 231.41414020768758 223.27253338133443|11.206037505516672 3.848146490628894 4.186692084563611 3.848146490628894 13.244646535751652 2.0881743873047443 4.18669208456361 2.088174387304745 18.22184119191414|
|27|0.018738438704013777|222.86131796999337 265.66114919710594 216.5159199913828|12.257659872004162 -1.4419830698686162 -0.9566935995215946 -1.4419830698686162 11.731199736529222 1.7419188547912086 -0.9566935995215937 1.7419188547912083 14.21882009853594|
|28|0.015191655150699339|222.03877312796837 258.4883503536508 227.40854014773842|10.125068997877495 0.1846417526599169 -1.5373018525757913 0.1846417526599169 14.782383453531668 -1.1133312451594102 -1.5373018525757915 -1.1133312451594102 10.492525169750056|
|29|0.020582576812507827|231.0293189249778 241.24554648504707 223.34847549593394|14.84455323306863 0.17212110894056185 -0.2972513593680226 0.17212110894056162 13.038979149487583 -0.2760734536573972 -0.2972513593680226 -0.2760734536573971 11.749330636672648|
|30|0.016046632944456872|226.61167903888193 265.5540890155687 206.71569732332227|16.49209744052653 0.10825568889658875 0.0016063917656353316 0.10825568889658872 8.722035344413115 2.9958024816089055 0.0016063917656353177 2.9958024816089055 11.767450052466108|
|31|0.01960932973923054|239.24369363216942 249.3891181402296 207.55321840105964|11.70091139393427 -1.770837869765575 2.3562138129093295 -1.770837869765575 14.806273043630188 -4.357415085716218 2.3562138129093286 -4.357415085716219 12.789169866307656|
|32|0.01959235156128626|224.8638469832749 246.03574523470675 215.99719422108495|12.709547363911568 0.23266774233363763 2.6576128658894027 0.23266774233363785 11.915581500902375 0.2641772553431402 2.6576128658894023 0.26417725534313996 11.800724269489892|
|33|0.014881058267390746|241.65709088970743 239.67960513246456 227.12648373562888|7.470676683837443 -0.021148917022178276 -0.7020886976709926 -0.02114891702217827 20.33421131507833 -0.6056494258837575 -0.7020886976709927 -0.6056494258837577 12.492325572948888|
|34|0.017520003257674287|223.21229825115523 231.19911482982553 201.53492484976417|8.910508148666494 -1.1345733680927281 -1.5011915784839347 -1.1345733680927284 11.06577905881594 -3.5292055126275574 -1.5011915784839347 -3.5292055126275583 10.901123010776741|
|35|0.01808793858952695|231.30885649707977 249.36262876233533 200.94919078628976|14.880615539480567 -0.4419736794471741 0.2473126484219237 -0.4419736794471741 11.464642260233425 -0.535701831947212 0.24731264842192358 -0.535701831947212 9.439832042422605|
|36|0.02040405428110321|223.80184733174028 254.92880752135844 216.70636714680396|11.046871307260396 -0.5806293887489559 0.5112828543116941 -0.5806293887489549 12.407948226904818 1.7934705738175456 0.511282854311693 1.7934705738175447 13.689501888338068|
|37|0.016788401711758504|230.71072339119627 225.33242440150522 214.03551056072456|12.009224951702464 -0.7428185102660863 -3.360709990987863 -0.7428185102660851 8.351387792580208 1.8509762167875614 -3.360709990987864 1.8509762167875614 12.523488900013202|
|38|0.016484670660651787|239.703524762294 258.11884567819874 210.7095065074651|10.538560194643685 -1.7947134786674281 -0.12638981512154351 -1.7947134786674277 13.24769823280858 0.1573577487818909 -0.12638981512154357 0.1573577487818906 12.276902149148254|
|39|0.017510065684383413|224.5267240485764 257.43900665649494 201.07990848428335|11.998075195377833 0.18705204575508816 -1.25977076378266 0.18705204575508905 12.576501927866449 0.4393830669574401 -1.2597707637826607 0.43938306695744056 10.370687461300923|
|40|0.013618144705752327|237.10289465254624 265.5100481914503 224.38759039026107|12.69314672623136 -1.5390746483244233 1.354370921817445 -1.5390746483244229 9.341515498758621 -1.032227388514033 1.354370921817445 -1.0322273885140332 11.31559000488728|
|41|0.015467642526741236|234.7701712532056 240.10483158692773 206.46444902742354|11.870766850172068 2.972976137676523 2.826545215195476 2.972976137676526 13.146014316360699 -1.9870519196248129 2.8265452151954764 -1.9870519196248129 12.016645898993573|
|42|0.016281040488010483|230.5139524597968 259.99019333442834 231.313786645542|11.991427869492917 -3.1969730660152074 -0.09292856292236351 -3.196973066015209 14.928332839111736 0.6139287487181366 -0.09292856292236318 0.6139287487181364 10.086344543749307|
|43|0.019003291912299013|221.33901158703196 236.9719565614837 219.46311737369967|13.200898953072253 1.4033435151473306 -1.6451290771759068 1.4033435151473288 15.121550170719935 1.4640176685773534 -1.6451290771759073 1.4640176685773532 9.58027232066193|
|44|0.01623628243584003|227.09673577900642 241.21133457905847 200.8131901364527|12.101605542884242 -1.224475065742283 0.12616989078600363 -1.224475065742283 13.413399550581646 -0.26448375731694773 0.1261698907860036 -0.26448375731694784 9.467763801550559|
|45|0.020370852823391062|211.7340578783708 245.49828955340604 201.24597048295465|10.731133477455659 -3.0827662129393127 -1.283331464476376 -3.082766212939313 11.69491299854205 -0.022606892040374582 -1.2833314644763756 -0.02260689204037436 12.38451389366279|
|46|0.014329895157298203|244.64660955211892 251.08926651970043 216.1621914533018|9.016643562222999 1.836973957467859 0.9016563935293722 1.836973957467859 15.960654539277256 0.5687767030750823 0.9016563935293727 0.5687767030750822 9.922046215508573|
|47|0.017944228307499595|218.28053994708054 239.25574732862577 198.12064365171196|11.592422209067667 2.581370696723783 -2.836361472495063 2.5813706967237833 10.677784942023305 -2.1375634864198894 -2.8363614724950628 -2.1375634864198876 11.479132825100336|
|48|0.015852632391747664|228.32780775011156 231.28570854861056 223.10427937579485|11.451963650690823 0.11614450275699006 3.113787634925926 0.11614450275699006 13.059071265494895 0.5580215024928306 3.1137876349259237 0.5580215024928301 11.031242710728764|
|49|0.020775507786494982|216.44386750713306 241.36197413260217 213.0025376544125|9.359036421777747 -0.6112037644484718 -1.1787331329953787 -0.6112037644484718 11.677253429861953 0.6778104224871138 -1.1787331329953787 0.677810422487114 16.463072484985283|
|50|0.01915389895557541|235.7292374500076 249.6746308599156 227.475178883719|11.914546263980254 1.069750780773843 -0.9524862523646804 1.0697507807738424 18.765055462335212 -4.001980682710986 -0.9524862523646804 -4.001980682710987 10.370543794856514|
|51|0.018429943872803115|218.51757131049033 259.3772161292868 209.69600685509545|11.471530357380482 1.6507441863138141 -1.0731127342752216 1.6507441863138135 10.273781139916428 -1.273044276067536 -1.0731127342752225 -1.273044276067536 15.963750368055978|
|52|0.01850938143868168|233.16183537931778 264.8925119333 214.24574509719093|12.245831946195894 -1.2282144461590272 -0.4602916629680074 -1.2282144461590274 10.77171005040418 0.3472793558932974 -0.4602916629680074 0.3472793558932974 14.386483758351025|
|53|0.015482367712089655|227.74589496106856 269.6667417570708 222.9870641249471|13.987796006322501 -1.320269888436279 3.1600160228187244 -1.320269888436279 9.949200451740731 -1.3793406427752202 3.160016022818726 -1.3793406427752204 13.01657008047128|
|54|0.015918313855088802|239.91668659665422 259.53559133758165 230.9755817597146|10.191962741060465 0.9390293866465518 -4.09274324806681 0.9390293866465513 16.0246559544497 0.13319661433962526 -4.0927432480668084 0.1331966143396252 11.070557077956305|
